# name tx ty tz qx qy qz qw
frame_002295.jpg -1.112054 0.220899 1.806175 -0.132651 0.974090 -0.165497 -0.078511
frame_002310.jpg -1.130813 0.198003 1.622741 -0.132713 0.974463 -0.166616 -0.071054
frame_002325.jpg -1.147015 0.185097 1.434007 -0.132324 0.974872 -0.166916 -0.065222
frame_002340.jpg -1.173301 0.134134 1.241344 -0.130979 0.974708 -0.170042 -0.062248
frame_002355.jpg -1.174401 0.136776 1.085649 -0.132292 0.974902 -0.169389 -0.058075
frame_002370.jpg -1.144360 0.132534 0.931721 -0.132808 0.975008 -0.168047 -0.058997
frame_002385.jpg -1.109805 0.083246 0.804603 -0.131678 0.973818 -0.168128 -0.077929
frame_002400.jpg -1.049621 0.086129 0.688173 -0.133086 0.972791 -0.164699 -0.094022
frame_002415.jpg -0.995571 0.086319 0.564288 -0.134401 0.971573 -0.162043 -0.108280
frame_002430.jpg -0.940905 0.076796 0.436784 -0.135171 0.970991 -0.160059 -0.115266
frame_002445.jpg -0.902114 0.071282 0.265351 -0.136066 0.971535 -0.159124 -0.110842
frame_002460.jpg -0.930884 0.011132 0.069109 -0.133082 0.972666 -0.163356 -0.097599
frame_002475.jpg -0.909655 -0.001239 -0.075715 -0.134127 0.973228 -0.164083 -0.088957
frame_002490.jpg -0.898800 -0.020778 -0.221398 -0.134076 0.973199 -0.163788 -0.089888
frame_002505.jpg -0.891642 -0.039892 -0.383694 -0.133621 0.973123 -0.164304 -0.090448
frame_002520.jpg -0.874736 -0.060294 -0.541469 -0.133671 0.973016 -0.165255 -0.089794
frame_002535.jpg -0.872802 -0.085656 -0.715182 -0.133513 0.972866 -0.166031 -0.090223
frame_002550.jpg -0.866026 -0.103804 -0.890604 -0.133336 0.972930 -0.165803 -0.090213
frame_002565.jpg -0.860455 -0.123576 -1.036450 -0.133477 0.972653 -0.165653 -0.093211
frame_002580.jpg -0.862026 -0.143509 -1.180463 -0.133946 0.972266 -0.165726 -0.096398
frame_002595.jpg -0.861922 -0.156324 -1.310465 -0.134069 0.972115 -0.165071 -0.098836
frame_002610.jpg -0.854249 -0.169726 -1.457530 -0.133311 0.972271 -0.164266 -0.099670
frame_002625.jpg -0.848406 -0.197880 -1.629893 -0.133435 0.972110 -0.165092 -0.099707
frame_002640.jpg -0.847897 -0.219289 -1.792807 -0.133533 0.972021 -0.164500 -0.101410
frame_002655.jpg -0.871832 -0.236590 -1.967236 -0.134178 0.971737 -0.163334 -0.105098
frame_002670.jpg -0.888499 -0.245845 -2.098277 -0.134232 0.971522 -0.162784 -0.107830
frame_002685.jpg -0.888619 -0.279108 -2.249476 -0.133810 0.971220 -0.163767 -0.109578
frame_002700.jpg -0.884560 -0.301509 -2.413488 -0.133760 0.971149 -0.163441 -0.110749
frame_002715.jpg -0.899405 -0.328880 -2.566588 -0.134157 0.970779 -0.163603 -0.113241
frame_002730.jpg -0.918793 -0.330771 -2.726291 -0.134073 0.970758 -0.161237 -0.116857
frame_002745.jpg -0.961665 -0.360768 -2.867053 -0.134559 0.969963 -0.161200 -0.122800
frame_002760.jpg -0.968167 -0.389752 -3.012710 -0.135899 0.969314 -0.161370 -0.126182
frame_002775.jpg -1.007683 -0.396062 -3.190217 -0.135301 0.969226 -0.158933 -0.130520
frame_002790.jpg -1.058815 -0.437763 -3.354536 -0.135279 0.968365 -0.160098 -0.135416
frame_002805.jpg -1.012283 -0.466265 -3.523779 -0.136113 0.968424 -0.161338 -0.132661
frame_002820.jpg -0.936165 -0.465702 -3.677927 -0.135891 0.969136 -0.161471 -0.127423
frame_002835.jpg -1.018404 -0.495405 -3.848823 -0.135218 0.968613 -0.161690 -0.131760
frame_002850.jpg -1.014837 -0.505622 -4.016147 -0.134265 0.968983 -0.161191 -0.130620
frame_002865.jpg -0.977037 -0.534345 -4.166292 -0.135646 0.968958 -0.162387 -0.127870
frame_002880.jpg -0.895358 -0.516894 -4.322474 -0.136330 0.969842 -0.161213 -0.121784
frame_002895.jpg -0.984571 -0.583529 -4.463558 -0.136103 0.968853 -0.163327 -0.126979
frame_002910.jpg -0.980928 -0.601007 -4.625739 -0.136862 0.968916 -0.162663 -0.126534
frame_002925.jpg -1.025092 -0.605498 -4.806179 -0.137054 0.968760 -0.160836 -0.129816
frame_002940.jpg -1.060143 -0.649554 -4.962412 -0.137319 0.968057 -0.161762 -0.133576
frame_002955.jpg -1.154300 -0.632902 -5.114482 -0.137251 0.967550 -0.157707 -0.141907
frame_002970.jpg -1.325915 -0.583667 -5.226419 -0.136886 0.966403 -0.151368 -0.156256
frame_003000.jpg -1.949417 -0.641184 -5.352042 -0.138286 0.955923 -0.144477 -0.214977
frame_003015.jpg -2.362485 -0.622274 -5.332108 -0.138303 0.947886 -0.137173 -0.252128
frame_003045.jpg -3.221421 -0.623363 -5.184266 -0.138436 0.925445 -0.124955 -0.329807
frame_003240.jpg -6.309175 -0.037226 0.822701 0.108842 -0.491105 -0.004778 0.864261
frame_003255.jpg -6.125308 0.042382 1.262345 0.104113 -0.451340 -0.015771 0.886117
frame_003270.jpg -5.910361 0.102367 1.701223 0.102792 -0.409755 -0.026974 0.905984
frame_003285.jpg -5.651300 0.165206 2.102584 0.097884 -0.367576 -0.037562 0.924065
frame_003300.jpg -5.376364 0.210445 2.468467 0.093068 -0.326580 -0.045970 0.939452
